,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,LIMIT_BAL,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,EDUCATION,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,SEX,default_payment_next_month
0,30.403674721717834,177071.20886325836,176891.44079375267,158712.43920367956,149581.60761019588,161939.84053617716,150522.9585158825,231426.92625522614,4510.356187820435,3178.179722249508,3004.790749669075,7162.437614381313,2999.8465101718903,2798.3767551481724,1,2,3,0,1,1,1,1,0,0
1,44.57192397117615,113767.7755048275,102122.31895017624,90044.06912332773,107849.09967112541,56561.64860749245,93492.14638507366,87217.70107746124,12186.395823955536,27408.988793849945,3335.9804216623306,4706.220759093761,4805.347000330687,5016.264526605606,2,2,1,6,5,3,4,3,1,0
2,45.33049833774567,181717.3583767414,139588.02986192703,176589.43463629484,105528.29677665234,68440.63677066565,139260.43300795555,85687.63434886932,15078.045725822449,11631.420282125473,2547.986959040165,471.86934220790863,5517.542176961899,5903.123267829418,1,1,2,2,2,2,2,2,1,1
3,37.135114312171936,33.77505326271057,8804.33759856224,15812.017403006554,7472.832927942276,14829.103279262781,-4298.975829184055,157935.53292751312,2026.0843634605408,2324.6018413305283,8490.745602428913,2180.432418167591,6145.459160625935,7103.905018031597,2,2,3,0,0,0,0,0,0,1
4,37.7346773147583,231020.66648459435,256226.392919302,269976.97902980447,200531.9374909401,194359.08488494158,150622.5499408245,292191.6139125824,25106.78857564926,39380.8747831583,28944.22256755829,23682.632269263268,11323.97526872158,12757.565177500248,1,2,0,0,0,0,0,0,1,0
5,48.56645703315735,18527.4926699996,22779.125891804695,20749.228885114193,15976.706800699234,7989.11414706707,27347.681461393833,57049.55190420151,1921.2298095226288,2366.364659547806,1965.7573767900467,1789.570015013218,4423.957488209009,601.3478946983814,2,2,2,2,2,2,2,1,1,0
6,50.42108142375946,64882.8101772666,63536.106298446655,61589.95079278946,65730.21306878328,69295.39758348465,55247.828894883394,717695.5616474152,13307.197242975235,137.90506786108017,2195.5717247128487,1139.4313673973083,228.85063910484314,1490.3573573827744,2,2,4,4,4,2,2,2,0,1
7,23.89123183488846,93305.6486120224,80330.68551707268,35610.38118582964,12729.220940589905,16786.678021997213,-258.0142417550087,58583.79513025284,1455.9537172317505,3001.364287853241,216.85301810503006,1368.706978738308,1326.2449900209904,1258.357284039259,1,2,2,2,2,2,2,2,0,0
8,27.96041166782379,41371.49213260412,24863.22024333477,13830.295230269432,439.1214708983898,3580.418975710869,-2926.8273077607155,72142.19748973846,1807.781606912613,3375.5474367141724,2253.919865012169,2663.0399300456047,2419.855076521635,2130.4594005048275,1,2,3,1,1,1,1,1,1,0
9,36.931873202323914,20350.883605480194,25997.243299365044,11750.461346030235,6776.440204709768,6927.411242723465,14271.391587167978,27223.416566848755,1094.0271615982056,8719.908222258091,543.1794219017029,487.32289320230484,570.1201756894588,863.9931762218475,1,1,2,1,2,2,1,2,0,0
10,27.702486634254456,-1962.959642291069,-5051.851961731911,-3599.779516518116,-5841.803878545761,-767.0364153385162,16120.847820788622,133977.88137197495,344.10715103149414,307.1139644384384,2009.7926639914513,213.76104801893234,346.6284613609314,2236.4930556714535,1,2,2,2,2,2,2,2,0,0
11,26.70317405462265,62223.36801445484,51733.102068185806,26942.845672756433,23209.072064608335,27054.245566487312,51033.89142727852,61347.626745700836,417.14563965797424,358.42152482271194,109.11888778209686,147.9636106491089,56.28140902519226,292.46724703907967,3,2,1,1,1,1,1,0,1,0
12,29.938235640525818,249618.53674197197,256506.31951141357,244490.13097399473,190736.74484860897,221245.80229842663,148267.33130216599,205950.17701387405,1596.8534350395203,4195.005607128143,4092.334945857525,9464.397873222828,614.1175407171249,2819.8839697539806,1,2,2,2,2,2,2,2,1,0
13,27.85623288154602,-8990.054623126984,-2779.8952729701996,-1106.0998491942883,-10578.04287430644,-1594.7514366805553,-9396.515490353107,174138.1859779358,2627.037763595581,953.2308403253555,708.7631798386574,77.3113352060318,496.87307116389275,1906.2904230058193,3,1,2,2,2,2,2,2,0,0
14,41.25027143955231,129445.077876091,96335.17358648777,73028.91115647554,73383.5154877305,48750.80269104242,82306.19166517258,80148.40543270111,1124.8499155044556,1344.3458498120308,1206.987835586071,1225.1275396347046,1314.824469447136,1801.6974425017834,2,2,3,1,1,3,2,2,0,0
15,28.72476625442505,22670.835490822792,20397.78352367878,3157.7066130638123,-5936.230010509491,7347.163348972797,10227.465969234705,106360.24117469788,3462.337404489517,7637.219959437847,803.5913706421852,2246.151411116123,4906.904127687216,3953.5920238792896,3,1,4,4,4,2,2,2,1,1
16,38.42666161060333,65619.41746848822,56562.20032739639,46468.54625734687,51697.0725466609,34728.88453835249,53639.20013973117,142007.4501633644,11262.45066523552,12137.876735270023,5229.231897890568,4448.504687011242,5395.819237887859,5538.694321393967,2,2,2,2,2,2,2,2,0,0
17,26.983336687088013,70758.44391947985,86803.55160999298,45218.10493427515,69091.86619663239,62709.25836524367,69088.4434351325,55248.26526641846,14183.899909257889,28484.10708874464,10009.126617372036,2478.922157227993,12308.366573959589,1401.7970277667046,3,1,2,2,1,1,2,2,0,0
18,33.27568179368973,143646.4087550044,135443.01740157604,81773.95744162798,94093.64652392268,58250.65028351545,79161.60230273008,206773.9337682724,4264.963120222092,20603.441349208355,2141.865291416645,5462.416264295578,1555.3665384352207,12291.054140686989,3,2,3,1,1,2,2,1,1,1
19,29.0159050822258,18513.317761540413,8066.321191072464,3291.266220331192,-3914.6962920725346,1234.7611304223537,-10780.174330234528,45747.69735336304,1363.6058568954468,8135.082487642765,1368.5945701003075,651.149709045887,991.5704019367695,3657.3687321841717,3,1,2,1,1,1,1,2,1,0
20,34.527910113334656,28595.28849607706,15154.893224716187,14885.878126323223,-14267.403457701206,-3094.3258828520775,11296.369469821453,137418.8333749771,4612.065255641937,822.639751136303,2233.480844914913,342.95900988578796,1349.9580205082893,1692.2782018780708,1,2,1,1,1,1,1,1,0,0
21,36.000497221946716,6697.738644242287,16212.295489788055,16352.891812562943,-2177.0391857624054,15758.724566847086,26824.33247536421,93230.71002960205,2617.480903863907,1827.3610013127327,823.387863278389,1537.4845091700554,3087.714251488447,1644.8594244122505,1,2,1,1,1,1,1,1,0,0
22,31.258881092071533,-40627.37681698799,-25894.62925028801,-6079.284225523472,-25143.13567981124,455.1097345650196,-21776.727500915527,114850.60155391693,290.03188014030457,386.1415039896965,1258.2570957541466,1286.6453980207443,1674.3973162472248,3404.0878359675407,1,2,2,2,2,2,2,2,1,0
23,26.41886466741562,39726.739200115204,27199.91133737564,17688.42488542199,20870.828866034746,25842.00375968218,26017.4739716053,68820.89525461197,743.1022822856903,3937.736407339573,3732.840831398964,1703.4990527629852,662.9658755660057,1844.3928651809692,1,2,3,4,4,3,3,3,0,1
